title,price,condition,year,trim,colour,transmission,drivetrain,fuel,kilometers,postal_code,date_posted,url
 2019 Toyota RAV4 LE | NO ACCIDENTS | BLUETOOTH | CAMERA,32677.,Used,2019,LE | NO ACCIDENTS | BLUETOOTH | CAMERA,Silver,Automatic,All-wheel drive (AWD),Other,"64,245",L7R 2E4,2021-11-10,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-le-no-accidents-bluetooth-camera/m2660687
 2016 Toyota RAV4 LE | HTD SEATS | BLUETOOTH | CAMERA | ECO MODE,23288.,Used,2016,LE | HTD SEATS | BLUETOOTH | CAMERA | ECO MODE,White,Automatic,Front-wheel drive (FWD),Other,"106,467",L7R 3P8,2022-07-08,https://www.kijiji.ca/v-cars-trucks/hamilton/2016-toyota-rav4-le-htd-seats-bluetooth-camera-eco-mode/m4229147
 2016 Toyota RAV4 LE | HTD SEATS | BLUETOOTH | CAMERA | ECO MODE,23288.,Used,2016,LE | HTD SEATS | BLUETOOTH | CAMERA | ECO MODE,White,Automatic,Front-wheel drive (FWD),Other,"106,467",L7R 2E4,2022-07-08,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-toyota-rav4-le-htd-seats-bluetooth-camera-eco-mode/m4229108
2008 Toyota RAV 4 Basic,9000.,Used,2008,-,Black,Automatic,,Gasoline,"270,000","M1W, CA",2022-07-08,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-toyota-rav-4-basic/m4229595
2020 Toyota RAV4 LE- Certified - Heated Seats - $235 B/W,35998.,Used,2020,LE- Certified - Heated Seats - $235 B/W,Black,Automatic,All-wheel drive (AWD),Other,"54,689",K7M 3G4,2022-07-08,https://www.kijiji.ca/v-cars-trucks/kingston-on/2020-toyota-rav4-le-certified-heated-seats-235-b-w/m4228489
 2015 Toyota RAV4 FWD 4dr LE,19991.,Used,2015,FWD 4dr LE,Red,Automatic,Front-wheel drive (FWD),Other,"119,000",N5W 2S8,2022-07-08,https://www.kijiji.ca/v-cars-trucks/london/2015-toyota-rav4-fwd-4dr-le/m4229238
2021 Toyota RAV4 LE LE--1 OWNER LOCAL TRADE--BSM,36449.,Used,2021,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"10,072",N7M 1P6,2022-07-08,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2021-toyota-rav4-le-le-1-owner-local-trade-bsm/m4228959
 2018 Toyota RAV4 XLE|AWD|Safety Sense|Blind Spot|Alloy|Roof,29500.,Used,2018,XLE|AWD|Safety Sense|Blind Spot|Alloy|Roof,Black,Automatic,All-wheel drive (AWD),Other,"77,250",L1C 5M2,2022-07-08,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2018-toyota-rav4-xle-awd-safety-sense-blind-spot-alloy-roof/m4228756
2018 Toyota RAV4 Hybrid XLE,35800.,Used,2018,Hybrid XLE,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"36,712",M1L 1E1,2022-04-08,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-hybrid-xle/m3606630
2013 Rav4 LE.  AWD,17500.,Used,2013,LE,Red,Automatic,All-wheel drive (AWD),,"138,000",N9G 0A5,2022-07-07,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2013-rav4-le-awd/1615529459
2010 Toyota RAV4 Limited,12477.,Used,2010,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"223,340",K8N 4Z4,2022-07-07,https://www.kijiji.ca/v-cars-trucks/belleville/2010-toyota-rav4-limited/m4226808
 2008 Toyota RAV4 AWD V6 CERTIFIED,8995.,Used,2008,AWD V6 CERTIFIED,Silver,Automatic,4 x 4,Other,"265,740",M9V 4R9,2022-07-07,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2008-toyota-rav4-awd-v6-certified/m4226234
2018 Toyota Rev4,26000.,Used,2018,LE,,Automatic,Front-wheel drive (FWD),Gasoline,"76,000", Canada,2022-07-07,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-toyota-rev4/1624262613
2013 Toyota RAV4 XLE,17995.,Used,2013,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"129,000",L1H 5K1,2021-05-13,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2013-toyota-rav4-xle/m1273499
2012 RAV4 4x4 1 Owner,12000.,Used,2012,,Tan,Automatic,4 x 4,,"205,000", P2B3M8,2022-07-07,https://www.kijiji.ca/v-cars-trucks/north-bay/2012-rav4-4x4-1-owner/1624254413
Toyota Rav4 2010 for Sale,10000.,Used,2010,,Silver,Automatic,,Gasoline,"245,000","ugh, ON",2022-07-07,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav4-2010-for-sale/1624254111
 2018 Toyota RAV4 RAV4 AWD LE,26910.,Used,2018,RAV4 AWD LE,White,Automatic,Other,Other,"64,082",L3R 5M2,2022-07-07,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-toyota-rav4-rav4-awd-le/m4224601
 2020 Toyota RAV4 AWD | BACK UP CAMERA | HTD SEATS | NO ACCIDENTS |,35969.,Used,2020,AWD | BACK UP CAMERA  | HTD SEATS | NO ACCIDENTS |,Grey,Automatic,All-wheel drive (AWD),Other,"35,400",N2L 5Z6,2022-07-07,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2020-toyota-rav4-awd-back-up-camera-htd-seats-no-accidents/m4221788
 2018 Toyota RAV4 SOLD PENDING DELIVERY,29500.,Used,2018,SOLD PENDING DELIVERY,Red,Automatic,All-wheel drive (AWD),Other,"85,764",N3R 7K3,2022-07-07,https://www.kijiji.ca/v-cars-trucks/brantford/2018-toyota-rav4-sold-pending-delivery/m4219046
" 2015 Toyota RAV4 LE ** ONLY 46,000KM, AWD, REV CAM, HTD SEATS **",24999.,Used,2015,"LE ** ONLY 46,000KM, AWD, REV CAM, HTD SEATS **",Blue,Automatic,All-wheel drive (AWD),Gasoline,"46,287",L2P 1P4,2022-04-08,https://www.kijiji.ca/v-cars-trucks/st-catharines/2015-toyota-rav4-le-only-46-000km-awd-rev-cam-htd-seats/m3599330
 2018 Toyota RAV4 2.5L AWD w/176 HP Rear Cam 17 Wheels Entune Audio,30954.,Used,2018,2.5L AWD w/176 HP Rear Cam 17 Wheels Entune Audio,White,Automatic,All-wheel drive (AWD),Other,"58,501",M2J 4R2,2022-06-06,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-2-5l-awd-w-176-hp-rear-cam-17-wheels-entune-audio/m3990656
2020 TOYOTA RAV4 LE AWD,36995.,Used,2020,LE AWD,Grey,Automatic,Other,Other,"38,572",N5A 6S4,2021-08-31,https://www.kijiji.ca/v-cars-trucks/stratford-on/2020-toyota-rav4-le-awd/m2134350
2019 TOYOTA RAV4 HYBRID LIMITED AWD,48995.,Used,2019,LIMITED AWD,White,Automatic,Other,Other,"49,869",N5A 6S4,2022-04-03,https://www.kijiji.ca/v-cars-trucks/stratford-on/2019-toyota-rav4-hybrid-limited-awd/m3558662
Select Location,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-toyota-rav4-xle-fwd/m2846900
2017 Toyota RAV4 1,27000.,Used,2017,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"96,628",N2J 3H8,2022-06-06,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-toyota-rav4-1/m3991511
" 2017 Toyota RAV4 LE MODEL, AWD, REARVIEW CAMERA, HEATED SEATS",25999.,Used,2017,"LE MODEL, AWD, REARVIEW CAMERA, HEATED SEATS",Grey,Automatic,All-wheel drive (AWD),Gasoline,"115,484",M3J 1M6,2022-07-06,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-le-model-awd-rearview-camera-heated-seats/m4216462
" 2017 Toyota RAV4 LE MODEL, AWD, BLUETOOTH, REARVIEW CAMERA, LDW",22999.,Used,2017,"LE MODEL, AWD, BLUETOOTH, REARVIEW CAMERA, LDW",Red,Automatic,All-wheel drive (AWD),Gasoline,"144,912",M3J 1M6,2022-07-06,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-le-model-awd-bluetooth-rearview-camera-ldw/m4216457
RAV4 2021,37999.,Used,2021,,,Automatic,,,"27,300", K1V0G7,2022-07-06,https://www.kijiji.ca/v-cars-trucks/ottawa/rav4-2021/1620567881
2012 Toyota RAV4 AWD,12480.,Used,2012,AWD,Other,Automatic,All-wheel drive (AWD),Gasoline,"194,120",M8Z 5G8,2022-03-08,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav4-awd/m3374161
 2016 Toyota RAV4 LE AUT0 AWD A/C H/SEATS BLUETOOTH,21500.,Used,2016,LE AUT0 AWD A/C H/SEATS  BLUETOOTH,Red,Automatic,All-wheel drive (AWD),Gasoline,"143,348",M3J 2G4,2022-06-18,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-le-aut0-awd-a-c-h-seats-bluetooth/m4078906
 2019 Toyota RAV4 LE,32254.,Used,2019,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"57,001",N3T 5L8,2022-05-05,https://www.kijiji.ca/v-cars-trucks/brantford/2019-toyota-rav4-le/m3772407
2015 RAV4 LE AWD,22000.,Used,2015,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"124,000","lle, ON",2022-07-25,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-rav4-le-awd/1626465333
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-le-heated-seats-camera-bluetooth-touch-sc/m4160036
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2019-toyota-rav4-le/m3565310
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/chatham-kent/2018-toyota-rav4-se-se-awd-local-trade-low-kms/m3783096
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/rav4-2015-no-accident-and-just-72000-km/1624078286
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-toyota-rav4-all-wheel-drive-xle-model-5-passenger-2-5l-dohc-eco-amp-sport-mode-leather/m3977017
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-toyota-rav4-blue/1624043289
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2012-toyota-camry-xle-2-5-4-cyl-sunroof-leather-nav-back-up-cam-bluetooth-2-sets-of-tires-on/m3781411
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/cambridge/2022-toyota-rav4-xse-hybrid-gas-saver/1624029249
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2010-toyota-rav4-sport-v6-awd-leather-sunroof-heated-seats/m3780867
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2009-toyota-rav-4/m4206653
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/toyota-rav4-2012-sport/1623986828
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-toyota-rav-4-le/m4200711
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/brockville/2019-toyota-rav4-trail/m3158601
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/barrie/2017-toyota-rav4-awd-se/1623881941
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2006-toyota-rav4-4dr-sport-v6-4wd/m4199353
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-xle/m4199288
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-toyota-rav4-4wd-4dr-i4-sport/m3578001
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/barrie/2013-toyota-rav4-xle-awd/m3976863
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2018-toyota-rav-4-xle/m4198286
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-toyota-rav4-no-accidents-awd-le/m3570029
2018 Toyota RAV4 LE,31636.,Used,2018,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"85,577",K2G 1E3,2022-04-04,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3568592
2019 Toyota RAV4 Hybrid Limited,49488.,Used,2019,Limited,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"41,489",L9G 3K9,2022-07-03,https://www.kijiji.ca/v-cars-trucks/hamilton/2019-toyota-rav4-hybrid-limited/m4197572
"2021 Toyota RAV4 Trail TRAIL-COOLED SEATS+3,500 LBS TOWING!",46905.,Used,2021,Trail,Green,Automatic,All-wheel drive (AWD),Gasoline,"16,828",K9A 4K8,2022-07-03,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2021-toyota-rav4-trail-trail-cooled-seats-3-500-lbs-towing/m4197526
2018 Toyota RAV4 AWD Limited,35888.,Used,2018,Limited,Other,Automatic,Other,Other,"129,568",M5A 2C3,2022-04-04,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-limited/m3567230
2018 Toyota RAV4 LE AMAZING LOW MILEAGE,29799.,Used,2018,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"28,254",M6N 1K8,2022-07-03,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-amazing-low-mileage/m4196815
2021 Toyota RAV4 Hybrid LE,52959.,Used,2021,LE,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"23,254",K2G 1E3,2022-07-03,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-hybrid-le/m4196541
 2018 Toyota RAV4 AWD Limited,33995.,Used,2018,AWD Limited,Silver,,All-wheel drive (AWD),Other,"98,186",K7M 4X6,2022-06-03,https://www.kijiji.ca/v-cars-trucks/kingston-on/2018-toyota-rav4-awd-limited/m3969732
2019 Toyota RAV4 LE,30694.,Used,2019,LE,Other,Automatic,All-wheel drive (AWD),Gasoline,"64,915",P6B 0B8,2022-04-04,https://www.kijiji.ca/v-cars-trucks/sault-ste-marie/2019-toyota-rav4-le/m3565310
 2018 Toyota RAV4 LE | B\\U CAM | HTD SEATS | LANE DEPARTURE | ALLOYS,28450.,Used,2018,LE | B\\U CAM | HTD SEATS | LANE DEPARTURE | ALLOYS,Silver,Automatic,Front-wheel drive (FWD),Other,"51,020",L6L 2X6,2022-03-05,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-b-u-cam-htd-seats-lane-departure-alloys/m3355044
 2018 Toyota RAV4 Other,29988.,Used,2018,Other,White,,Front-wheel drive (FWD),Other,"66,201",P1B 7M2,2022-02-03,https://www.kijiji.ca/v-cars-trucks/north-bay/2018-toyota-rav4-other/m3154471
 2018 Toyota RAV4 AWD LE | Safety Sense | Alloys,27995.,Used,2018,AWD LE | Safety Sense | Alloys,Grey,Automatic,All-wheel drive (AWD),Other,"107,716",M3C 2J7,2022-07-03,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-le-safety-sense-alloys/m4195894
 2019 Toyota RAV4 AWD LE|TERRAINMODES|BACKUPCAM|HEATEDSEATS|ALLOYS|+,33987.,Used,2019,AWD LE|TERRAINMODES|BACKUPCAM|HEATEDSEATS|ALLOYS|+,Silver,Automatic,All-wheel drive (AWD),Other,"51,383",M3J 2A9,2022-05-04,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-awd-le-terrainmodes-backupcam-heatedseats-alloys/m3758726
2018 Toyota RAV4 XLE,25995.,Used,2018,XLE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"144,046",L4C 7A1,2022-05-04,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-toyota-rav4-xle/m3758526
2017 Toyota RAV4,23995.,Used,2017,LE (AWD),Silver,Automatic,All-wheel drive (AWD),Gasoline,"99,271",J9L 1J9,2022-06-02,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4/m3963625
 2020 Toyota RAV4 LE,34999.,Used,2020,LE,Black,Automatic,Other,Other,"42,973",L4W 1E6,2022-06-02,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-rav4-le/m3962281
2019 Toyota RAV4 FWD XLE,33794.,Used,2019,FWD XLE,Red,Automatic,Front-wheel drive (FWD),Other,"95,713",L4J 1V8,2022-06-02,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-fwd-xle/m3960497
2019 Toyota RAV4 LE HEATED SEATS / BACK UP CAMERA,33999.,Used,2019,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"50,997",M6N 1K8,2022-07-02,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-le-heated-seats-back-up-camera/m4193279
 2019 Toyota RAV4 EXCELLENT CONDITION! MINT! WE FINANCE ALL CREDIT!,42888.,Used,2019,EXCELLENT CONDITION! MINT! WE FINANCE ALL CREDIT!,Black,Automatic,All-wheel drive (AWD),Other,"25,747",N5W 3B9,2021-12-04,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-excellent-condition-mint-we-finance-all-credit/m2831127
2015 Toyota RAV4 Limited AWD,20595.,Used,2015,Limited,Silver,Automatic,All-wheel drive (AWD),Other,"163,763",L4G 7R5,2022-05-03,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2015-toyota-rav4-limited-awd/m3750597
2017 Toyota RAV4 Limited,33388.,Used,2017,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"33,729",M1L 2M3,2022-05-03,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-limited/m3750034
 2019 Toyota RAV4 XLE | NO ACCIDENTS | AWD | CAMERA | SUNROOF,36944.,Used,2019,XLE | NO ACCIDENTS | AWD | CAMERA | SUNROOF,Silver,Automatic,All-wheel drive (AWD),Other,"35,468",L7R 2E4,2022-04-03,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-toyota-rav4-xle-no-accidents-awd-camera-sunroof/m3554764
 2016 Toyota RAV4 LE AUT0 AWD A/C H/SEATS BLUETOOTH,21500.,Used,2016,LE AUT0 AWD A/C H/SEATS  BLUETOOTH,Red,Automatic,All-wheel drive (AWD),Gasoline,"143,348",M3J 2G4,2022-06-18,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-le-aut0-awd-a-c-h-seats-bluetooth/m4078906
 2019 Toyota RAV4 LE,32254.,Used,2019,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"57,001",N3T 5L8,2022-05-05,https://www.kijiji.ca/v-cars-trucks/brantford/2019-toyota-rav4-le/m3772407
 2017 Toyota RAV4 XLE AUT0 A/C P/SUNROOF H/SEATS BACKUP CAMERA 73K,24990.,Used,2017,XLE AUT0 A/C P/SUNROOF H/SEATS BACKUP CAMERA 73K,Purple,Automatic,Front-wheel drive (FWD),Gasoline,"73,902",M3J 2G4,2022-06-18,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-xle-aut0-a-c-p-sunroof-h-seats-backup-camera-73k/m4078924
2017 Toyota RAV4 LE,27059.,Used,2017,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"135,164",K2G 1E3,2022-07-19,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-le/m4314126
 2015 Toyota RAV4 XLE,21988.,Used,2015,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"123,844",L1N 2K6,2022-07-13,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2015-toyota-rav4-xle/m4267702
2014 Toyota RAV4 4DR,16998.,Used,2014,4DR,White,Automatic,Other,Gasoline,"177,000",L9N 1N4,2022-06-01,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2014-toyota-rav4-4dr/m3953619
2018 Toyota RAV4 AWD Limited,35979.,Used,2018,Limited,White,Automatic,Other,Other,"39,545",M4M 2A5,2022-07-01,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-limited/m4188906
"2020 Toyota RAV4 Limited LIMITED AWD, HEATED FRONT/REAR SEATS...",42199.,Used,2020,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"76,139",L9W 5S9,2022-07-01,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-limited-limited-awd-heated-front-rear-seats/m4187466
 2021 Toyota RAV4,34995.,Used,2021,,Silver,Automatic,Other,Other,"12,141",K1K 3B1,2022-06-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4/m3948977
 2018 Toyota RAV4 LE,28888.,Used,2018,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"50,708",K1V 7Z6,2022-05-02,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le/m3746385
2019 Toyota RAV-4 Hybrid XSE AWD,47995.,Used,2019,Hybrid XSE AWD,White,Automatic,Other,Hybrid-Electric,"70,918",M1E 2P4,2022-07-01,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav-4-hybrid-xse-awd/m4184883
2017 Toyota RAV4 hybride Limitée hybrid,36995.,Used,2017,Limitée hybrid,Black,Automatic,4 x 4,Hybrid-Electric,"76,606",J8R 3X1,2022-06-01,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4-hybride-limitee-hybrid/m3947550
 2018 Toyota RAV4 AWD Hybrid Limited,30900.,Used,2018,AWD Hybrid Limited,Blue,Automatic,All-wheel drive (AWD),Hybrid-Electric,"79,593",L3B 5X4,2022-06-01,https://www.kijiji.ca/v-cars-trucks/st-catharines/2018-toyota-rav4-awd-hybrid-limited/m3947542
 2021 Toyota RAV4 Limited AWD | LEATHER | NAVI | REMOTE START,48555.,Used,2021,Limited AWD | LEATHER | NAVI | REMOTE START,Black,Automatic,All-wheel drive (AWD),Other,"6,309",N3R 7K3,2022-06-01,https://www.kijiji.ca/v-cars-trucks/brantford/2021-toyota-rav4-limited-awd-leather-navi-remote-start/m3947185
2011 Toyota RAV4 LIMITED 4WD,18900.,Used,2011,4WD,Black,Automatic,Other,Gasoline,"99,704",M3J 2C6,2022-01-01,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-toyota-rav4-limited-4wd/m2976876
2017 Toyota RAV4 LE AWD - Front End Damage,14775.,Used,2017,LE AWD,Black,Automatic,Other,Gasoline,"83,947",L3V 6H1,2021-07-05,https://www.kijiji.ca/v-cars-trucks/barrie/2017-toyota-rav4-le-awd-front-end-damage/m1695252
2010 Toyota RAV4 AWD,11995.,Used,2010,AWD,Black,Automatic,All-wheel drive (AWD),Gasoline,"186,000",L1H 5K1,2022-05-31,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2010-toyota-rav4-awd/m3944651
 2018 Toyota RAV4 LE FWD,27980.,Used,2018,LE FWD,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"73,235",K1K 1G4,2022-05-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-le-fwd/m3743467
 2021 Toyota RAV4 Prime XSE,70777.,Used,2021,XSE,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"11,318",K1V 7Z6,2022-05-01,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-prime-xse/m3741957
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-toyota-rav4-awd-4dr/m3940181
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/gatineau/2015-toyota-rav4/m4174272
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2018-toyota-rav4-se-sunroof-softex-seats-heated-seats-power-trunk-d/m4173497
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2013-toyota-rav4-fwd-4dr-le/m4011649
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/st-catharines/2011-rav4-for-sale-in-great-condition/1623111159
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2015-toyota-rav-4-xle/m4166199
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/st-catharines/2015-toyota-rav4-limited-nav-cam-roof-leath-htd-seats-18-al/m3728946
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2012-toyota-rav4-4x4/m3930770
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-hybrid-awd-le-heated-seats-233-b-w/m3930846
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-toyota-rav4-le-accident-free-bluetooth-camera/m3929549
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-toyota-rav4-le-accident-free-bluetooth-camera/m3929560
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/grand-bend/2012-toyota-rav4-4wd-4dr-i4-limited/m4163099
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-toyota-rav4-xle-sunroof-rear-camera-heated-seats/m3519927
2017 Toyota RAV4 Limited,29798.,Used,2017,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"148,746",P7B 4A1,2022-05-28,https://www.kijiji.ca/v-cars-trucks/thunder-bay/2017-toyota-rav4-limited/m3924021
2016 Toyota RAV4 SE - Navigation - Sunroof,24554.,Used,2016,SE - Navigation - Sunroof,Blue,Automatic,All-wheel drive (AWD),Other,"134,219",K6H 5V1,2022-04-28,https://www.kijiji.ca/v-cars-trucks/cornwall-on/2016-toyota-rav4-se-navigation-sunroof/m3720491
2016 Toyota RAV4 XLE CAM BLIND-SPOT ROOF HTD-SEATS P/GATE,22298.,Used,2016,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"143,650",L2P 1G2,2022-05-28,https://www.kijiji.ca/v-cars-trucks/st-catharines/2016-toyota-rav4-xle-cam-blind-spot-roof-htd-seats-p-gate/m3924549
2020 Toyota RAV4 LE LE AWD with Clean Carfax and One Owner,34998.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"45,087",L6L 6L4,2022-05-28,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-le-le-awd-with-clean-carfax-and-one-owner/m3923569
 2020 Toyota RAV4 XLE,35999.,Used,2020,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"47,609",K1V 7Z6,2022-04-28,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m3718908
 2018 Toyota RAV4 LE AWD|TRAILERHITCH|ALLOYS|BACKUPCAM|SPORTMODE|+++,30787.,Used,2018,LE AWD|TRAILERHITCH|ALLOYS|BACKUPCAM|SPORTMODE|+++,Grey,Automatic,All-wheel drive (AWD),Other,"52,536",M3J 2A9,2022-05-28,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-awd-trailerhitch-alloys-backupcam-sportmode/m3921016
RAV4 TOYOTA (LADY DRIVE),18500.,Used,2014,XLE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"151,000",M1M 1L7,2022-06-27,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/rav4-toyota-lady-drive/1622946331
2003 Toyota RAV 4,3900.,Used,2003,-,Silver,Automatic,,Gasoline,"247,000","M9R, CA",2022-06-27,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2003-toyota-rav-4/m4157269
